0,1
170.0,420.0
214.0,306.0
174.0,370.0
240.0,304.0
343.0,393.0
232.0,278.0
155.0,217.0
138.0,392.0
346.0,422.0
248.0,214.0
123.0,357.0
108.0,486.0
404.0,314.0
71.0,329.0
283.0,349.0
218.0,364.0
368.0,336.0
455.0,301.0
402.0,280.0
231.0,389.0
160.0,400.0
112.0,416.0
75.0,353.0
256.0,290.0
91.0,449.0
102.0,394.0
410.0,378.0
320.0,373.0
236.0,312.0
183.0,425.0
296.0,276.0
135.0,409.0
164.0,346.0
152.0,426.0
206.0,370.0
155.0,441.0
236.0,336.0
190.0,272.0
108.0,472.0
210.0,346.0
242.0,324.0
416.0,362.0
138.0,434.0
136.0,450.0
302.0,412.0
192.0,396.0
248.0,312.0
184.0,450.0
168.0,390.0
370.0,431.0
370.0,364.0
195.0,301.0
252.0,336.0
211.0,409.0
219.0,441.0
372.0,330.0
392.0,178.0
347.0,341.0
76.0,434.0
206.0,310.0
360.0,340.0
182.0,388.0
247.0,249.0
200.0,226.0
324.0,284.0
46.0,444.0
122.0,386.0
364.0,358.0
304.0,236.0
173.0,258.0
198.0,340.0
90.0,464.0
98.0,472.0
80.0,310.0
298.0,396.0
274.0,342.0
374.0,292.0
248.0,300.0
190.0,364.0
144.0,344.0
110.0,340.0
351.0,241.0
378.0,320.0
319.0,353.0
150.0,454.0
134.0,474.0
362.0,252.0
418.0,186.0
103.0,373.0
231.0,349.0
220.0,322.0
32.0,328.0
363.0,209.0
380.0,350.0
371.0,257.0
208.0,392.0
52.0,390.0
259.0,341.0
184.0,336.0
156.0,420.0
64.0,258.0
116.0,438.0
235.0,229.0
132.0,188.0
176.0,412.0
362.0,326.0
400.0,392.0
444.0,220.0
388.0,324.0
330.0,192.0
40.0,310.0
318.0,312.0
346.0,290.0
226.0,432.0
218.0,330.0
378.0,428.0
156.0,390.0
227.0,169.0
259.0,317.0
150.0,478.0
148.0,408.0
327.0,321.0
156.0,274.0
64.0,462.0
120.0,262.0
196.0,448.0
176.0,404.0
294.0,430.0
238.0,362.0
114.0,388.0
184.0,470.0
166.0,318.0
439.0,305.0
114.0,290.0
326.0,360.0
300.0,342.0
427.0,397.0
143.0,353.0
258.0,332.0
32.0,390.0
354.0,358.0
67.0,413.0
451.0,237.0
235.0,449.0
150.0,334.0
215.0,385.0
115.0,141.0
302.0,376.0
294.0,366.0
203.0,485.0
332.0,292.0
327.0,377.0
284.0,414.0
267.0,441.0
311.0,389.0
374.0,156.0
347.0,317.0
250.0,402.0
320.0,32.0
371.0,177.0
343.0,365.0
323.0,473.0
259.0,261.0
308.0,286.0
191.0,477.0
91.0,337.0
288.0,438.0
68.0,172.0
278.0,322.0
52.0,422.0
180.0,326.0
232.0,402.0
132.0,200.0
123.0,378.0
458.0,288.0
199.0,433.0
179.0,348.0
276.0,286.0
274.0,332.0
203.0,457.0
108.0,386.0
171.0,241.0
120.0,348.0
335.0,225.0
226.0,202.0
130.0,376.0
406.0,334.0
114.0,428.0
182.0,484.0
236.0,220.0
269.0,421.0
228.0,448.0
96.0,268.0
482.0,204.0
240.0,416.0
270.0,452.0
144.0,362.0
227.0,241.0
450.0,208.0
134.0,424.0
447.0,275.0
390.0,170.0
436.0,234.0
410.0,312.0
200.0,320.0
442.0,324.0
326.0,242.0
266.0,350.0
410.0,151.0
88.0,298.0
294.0,406.0
400.0,236.0
386.0,36.0
322.0,214.0
326.0,274.0
316.0,452.0
272.0,132.0
198.0,348.0
448.0,284.0
335.0,305.0
278.0,174.0
400.0,334.0
418.0,258.0
76.0,298.0
247.0,453.0
298.0,282.0
166.0,468.0
86.0,276.0
232.0,268.0
420.0,304.0
268.0,216.0
414.0,226.0
326.0,300.0
350.0,310.0
398.0,380.0
387.0,153.0
336.0,272.0
311.0,305.0
251.0,61.0
434.0,218.0
192.0,250.0
162.0,479.0
340.0,352.0
180.0,272.0
270.0,38.0
319.0,465.0
228.0,292.0
366.0,396.0
328.0,310.0
335.0,197.0
306.0,40.0
238.0,241.0
32.0,254.0
440.0,156.0
435.0,205.0
196.0,264.0
311.0,461.0
395.0,129.0
352.0,280.0
270.0,204.0
303.0,197.0
258.0,242.0
414.0,330.0
268.0,156.0
238.0,440.0
316.0,418.0
390.0,356.0
274.0,66.0
358.0,124.0
356.0,294.0
284.0,390.0
234.0,300.0
346.0,142.0
472.0,238.0
236.0,152.0
351.0,49.0
379.0,125.0
274.0,184.0
423.0,137.0
196.0,416.0
364.0,402.0
282.0,290.0
296.0,326.0
70.0,464.0
270.0,360.0
410.0,196.0
266.0,194.0
388.0,162.0
404.0,218.0
214.0,54.0
227.0,141.0
68.0,422.0
152.0,404.0
64.0,354.0
390.0,216.0
442.0,292.0
382.0,68.0
84.0,238.0
238.0,272.0
247.0,129.0
184.0,374.0
208.0,334.0
423.0,213.0
470.0,222.0
64.0,280.0
388.0,424.0
279.0,189.0
196.0,312.0
256.0,136.0
312.0,292.0
348.0,332.0
418.0,168.0
190.0,200.0
275.0,150.0
394.0,322.0
